bank_txn_id,timestamp,amount,direction,merchant,reference,payment_method
SYNTH-BANK-000478,2026-05-02 00:18:00,1410.51,CREDIT,CROMA,UPI142360,NETBANKING
SYNTH-BANK-000479,2026-07-19 17:35:00,1227.31,CREDIT,NYKAA,UPI427925,UPI
SYNTH-BANK-000480,2026-07-01 11:48:00,990.99,DEBIT,AMAZON PAY,UPI133441,CARD
SYNTH-BANK-000481,2026-06-27 23:11:00,760.44,DEBIT,CROMA,UPI100893,NETBANKING
SYNTH-BANK-000482,2026-05-27 23:27:00,974.09,CREDIT,Urban Company India,UPI943807,UPI
SYNTH-BANK-000483,2026-07-11 15:23:00,4909.18,DEBIT,IRCTC E-TICKETING,UPI413860,NETBANKING
SYNTH-BANK-000484,2026-05-27 07:30:00,1179.1,DEBIT,OLA CABS,UPI163442,CARD
SYNTH-BANK-000485,2026-05-28 11:42:00,536.36,DEBIT,BOOKMYSHOW,UPI834218,CARD
SYNTH-BANK-000486,2026-07-11 19:02:00,1883.52,CREDIT,Swiggy India,UPI597098,NETBANKING
SYNTH-BANK-000487,2026-06-09 06:50:00,828.26,DEBIT,IRCTC,UPI364689,UPI
SYNTH-BANK-000488,2026-05-31 23:31:00,385.02,CREDIT,RELIANCE DIGITAL,UPI734715,WALLET
SYNTH-BANK-000489,2026-07-03 08:57:00,4202.43,CREDIT,DECATHLON INDIA,UPI655690,UPI
SYNTH-BANK-000490,2026-07-29 17:09:00,231.29,CREDIT,APOLLO,UPI102230,UPI
SYNTH-BANK-000491,2026-05-12 23:56:00,523.59,DEBIT,Croma Electronics,UPI405999,NETBANKING
SYNTH-BANK-000492,2026-07-21 09:58:00,3015.05,CREDIT,IRCTC RAIL,UPI472624,CARD
SYNTH-BANK-000493,2026-07-27 12:42:00,576.08,CREDIT,Decathlon Sports,UPI746357,UPI
SYNTH-BANK-000494,2026-07-13 06:27:00,1779.16,DEBIT,METRO RETAIL,UPI642402,NETBANKING
SYNTH-BANK-000495,2026-07-29 06:56:00,3438.12,DEBIT,OLA CABS,UPI902630,CARD
SYNTH-BANK-000496,2026-07-16 18:21:00,736.23,DEBIT,METRO CASH & CARRY,UPI254953,UPI
SYNTH-BANK-000497,2026-06-17 06:03:00,5306.95,CREDIT,BMS,UPI819470,NETBANKING
SYNTH-BANK-000498,2026-07-01 11:52:00,937.66,DEBIT,Reliance Retail Ltd,UPI197727,UPI
SYNTH-BANK-000500,2026-06-26 20:52:00,2061.1,CREDIT,APOLLO,UPI734612,UPI
SYNTH-BANK-000501,2026-06-23 16:06:00,591.53,DEBIT,AMAZON,UPI759286,NETBANKING
SYNTH-BANK-000502,2026-06-10 14:04:00,447.56,CREDIT,BMS,UPI302722,WALLET
SYNTH-BANK-000503,2026-06-13 13:58:00,3333.97,DEBIT,Swiggy India,UPI513563,NETBANKING
SYNTH-BANK-000504,2026-05-26 17:04:00,955.92,CREDIT,RELIANCE DIGITAL,UPI409633,CARD
SYNTH-BANK-000505,2026-07-12 07:04:00,1897.2,CREDIT,DOMINO'S PIZZA,UPI485285,WALLET
SYNTH-BANK-000506,2026-06-24 18:02:00,825.4,CREDIT,ZOMATO,UPI553539,WALLET
SYNTH-BANK-000507,2026-07-27 23:25:00,3205.45,DEBIT,Nykaa E-Retail,UPI114400,CARD
SYNTH-BANK-DUP-000508,2026-05-21 13:50:00,1283.32,CREDIT,UBER INDIA,UPI376096,NETBANKING
SYNTH-BANK-000508,2026-05-21 13:50:00,1283.32,CREDIT,UBER INDIA,UPI376096,NETBANKING
SYNTH-BANK-000509,2026-05-29 00:13:00,586.16,CREDIT,URBANCLAP,UPI638306,CARD
SYNTH-BANK-DUP-000510,2026-06-08 09:01:00,2547.03,CREDIT,METRO INDIA,UPI331008,UPI
SYNTH-BANK-000510,2026-06-08 09:01:00,2547.03,CREDIT,METRO INDIA,UPI331008,UPI
SYNTH-BANK-000511,2026-07-09 06:59:00,1874.49,CREDIT,Big Basket,UPI630600,UPI
SYNTH-BANK-000512,2026-07-22 17:41:00,491.38,CREDIT,CROMA,UPI202695,CARD
SYNTH-BANK-000513,2026-06-05 08:12:00,1807.11,CREDIT,Zomato Ltd,UPI363334,WALLET
SYNTH-BANK-000514,2026-07-12 21:56:00,421.87,CREDIT,DECATHLON,UPI527999,CARD
SYNTH-BANK-000516,2026-05-27 04:33:00,1147.12,CREDIT,METRO CASH & CARRY,UPI988081,WALLET
SYNTH-BANK-000517,2026-07-09 21:11:00,949.44,CREDIT,NYKAA,UPI103602,UPI
SYNTH-BANK-000518,2026-05-19 06:44:00,1601.38,CREDIT,METRO CASH & CARRY,UPI565841,CARD
SYNTH-BANK-000519,2026-07-22 20:29:00,1043.16,CREDIT,URBAN COMPANY,UPI642300,UPI
SYNTH-BANK-000520,2026-05-15 18:02:00,440.67,CREDIT,NYKAA.COM,UPI320900,WALLET
SYNTH-BANK-000521,2026-05-14 16:07:00,1370.41,CREDIT,IRCTC,UPI851960,UPI
SYNTH-BANK-000522,2026-05-20 00:51:00,982.68,CREDIT,UBER INDIA,UPI705194,NETBANKING
SYNTH-BANK-000523,2026-05-10 22:47:00,678.19,CREDIT,URBAN COMPANY,UPI525211,WALLET
SYNTH-BANK-000524,2026-05-28 19:01:00,2605.64,CREDIT,IRCTC,UPI155630,NETBANKING
SYNTH-BANK-000525,2026-07-12 18:49:00,992.81,CREDIT,RELIANCE RETAIL,UPI742190,WALLET
SYNTH-BANK-000526,2026-06-29 14:43:00,2055.7,DEBIT,Croma Electronics,UPI258813,NETBANKING
SYNTH-BANK-000527,2026-06-01 21:05:00,3381.37,DEBIT,FLIPKART,UPI786459,UPI
SYNTH-BANK-000528,2026-07-22 08:11:00,2271.56,CREDIT,URBANCLAP,UPI378324,NETBANKING
SYNTH-BANK-000529,2026-05-08 20:08:00,1136.57,CREDIT,BMS,UPI298649,WALLET
SYNTH-BANK-000531,2026-06-08 03:47:00,5602.6,CREDIT,Apollo Pharmacy Ltd,UPI972702,WALLET
SYNTH-BANK-000532,2026-07-19 20:32:00,556.88,CREDIT,METRO RETAIL,UPI423939,NETBANKING
SYNTH-BANK-000533,2026-06-01 12:02:00,1156.19,CREDIT,APOLLO PHARMACY,UPI932673,WALLET
SYNTH-BANK-000534,2026-07-19 07:55:00,7782.49,CREDIT,Reliance Retail Ltd,UPI148001,NETBANKING
SYNTH-BANK-000535,2026-07-05 20:45:00,3419.14,CREDIT,METRO INDIA,UPI538340,WALLET
SYNTH-BANK-DUP-000536,2026-06-01 16:42:00,3582.1,CREDIT,RELIANCE DIGITAL,UPI717193,UPI
SYNTH-BANK-000536,2026-06-01 16:42:00,3582.1,CREDIT,RELIANCE DIGITAL,UPI717193,UPI
SYNTH-BANK-000537,2026-05-22 17:34:00,3608.83,CREDIT,APOLLO,UPI640245,UPI
SYNTH-BANK-000538,2026-07-08 01:12:00,675.84,CREDIT,Reliance Retail Ltd,UPI535085,UPI
SYNTH-BANK-DUP-000539,2026-07-07 11:18:00,299.03,CREDIT,Nykaa E-Retail,UPI895009,CARD
SYNTH-BANK-000539,2026-07-07 11:18:00,299.03,CREDIT,Nykaa E-Retail,UPI895009,CARD
SYNTH-BANK-000540,2026-07-01 23:06:00,709.15,CREDIT,ZOMATO*BANGALORE,UPI694709,WALLET
SYNTH-BANK-000541,2026-05-23 01:26:00,749.49,DEBIT,METRO INDIA,UPI703083,WALLET
SYNTH-BANK-000542,2026-07-18 11:00:00,5467.95,DEBIT,BIGBASKET,UPI899745,UPI
SYNTH-BANK-000543,2026-07-15 06:54:00,1925.95,DEBIT,Swiggy India,UPI829217,NETBANKING
SYNTH-BANK-000544,2026-05-16 06:34:00,1055.2,DEBIT,UBER INDIA,UPI674457,CARD
SYNTH-BANK-000545,2026-06-09 04:44:00,1433.8,DEBIT,METRO INDIA,UPI647258,WALLET
SYNTH-BANK-000546,2026-05-10 10:31:00,738.42,DEBIT,ZOMATO*BANGALORE,UPI781226,CARD
SYNTH-BANK-000547,2026-06-21 23:48:00,893.63,DEBIT,BMS,UPI298106,NETBANKING
SYNTH-BANK-000548,2026-07-26 16:23:00,2275.61,CREDIT,NYKAA.COM,UPI816214,WALLET
SYNTH-BANK-000549,2026-05-18 09:09:00,1007.71,CREDIT,OLA CABS,UPI200592,NETBANKING
SYNTH-BANK-000550,2026-07-17 20:58:00,1622.8,CREDIT,Urban Company India,UPI888754,NETBANKING
SYNTH-BANK-000551,2026-05-09 00:17:00,366.36,DEBIT,NYKAA,UPI667971,CARD
SYNTH-BANK-000552,2026-06-13 16:15:00,1730.19,DEBIT,IRCTC E-TICKETING,UPI335489,CARD
SYNTH-BANK-DUP-000553,2026-05-16 05:34:00,432.38,CREDIT,Reliance Retail Ltd,UPI382299,CARD
SYNTH-BANK-000553,2026-05-16 05:34:00,432.38,CREDIT,Reliance Retail Ltd,UPI382299,CARD
SYNTH-BANK-000554,2026-07-12 15:57:00,716.86,CREDIT,Nykaa E-Retail,UPI152572,WALLET
SYNTH-BANK-000555,2026-05-31 16:53:00,1329.63,DEBIT,IRCTC RAIL,UPI433315,NETBANKING
SYNTH-BANK-000556,2026-06-29 22:05:00,1653.56,CREDIT,FLIPKART PAY,UPI836033,WALLET
SYNTH-BANK-000557,2026-07-03 18:37:00,1125.37,DEBIT,URBAN COMPANY,UPI694647,NETBANKING
SYNTH-BANK-000558,2026-05-26 13:25:00,710.26,CREDIT,Reliance Retail Ltd,UPI939681,UPI
SYNTH-BANK-000559,2026-07-23 21:10:00,1155.42,CREDIT,Croma Electronics,UPI658525,NETBANKING
SYNTH-BANK-000560,2026-07-02 03:44:00,1008.26,CREDIT,NYKAA,UPI392293,CARD
SYNTH-BANK-000561,2026-06-20 23:37:00,973.98,DEBIT,MYNTRA PAY,UPI680278,NETBANKING
SYNTH-BANK-000562,2026-05-25 23:44:00,1274.78,CREDIT,FLIPKART PAY,UPI169066,CARD
SYNTH-BANK-000563,2026-05-17 09:55:00,1675.36,CREDIT,ZOMATO*BANGALORE,UPI507630,CARD
SYNTH-BANK-000564,2026-06-27 00:54:00,2023.1,DEBIT,BIGBASKET,UPI943183,UPI
SYNTH-BANK-000565,2026-07-16 00:35:00,3395.89,CREDIT,APOLLO,UPI223800,WALLET
SYNTH-BANK-000566,2026-06-09 03:42:00,1444.23,CREDIT,UBER,UPI230827,CARD
SYNTH-BANK-000567,2026-07-12 09:51:00,905.95,CREDIT,Nykaa E-Retail,UPI856849,CARD
SYNTH-BANK-000568,2026-06-18 19:49:00,3821.56,CREDIT,Apollo Pharmacy Ltd,UPI357465,UPI
SYNTH-BANK-000569,2026-07-12 15:54:00,333.21,CREDIT,BIGBASKET INDIA,UPI942045,UPI
SYNTH-BANK-000570,2026-06-26 06:11:00,343.78,CREDIT,DECATHLON,UPI170893,UPI
SYNTH-BANK-000571,2026-07-29 02:02:00,747.11,CREDIT,NYKAA,UPI135947,NETBANKING
SYNTH-BANK-000572,2026-07-17 23:16:00,826.78,CREDIT,Swiggy India,UPI678452,UPI
SYNTH-BANK-000573,2026-07-26 16:39:00,462.29,CREDIT,RELIANCE DIGITAL,UPI564023,WALLET
SYNTH-BANK-000574,2026-06-17 23:38:00,1506.23,CREDIT,METRO CASH & CARRY,UPI481614,NETBANKING
SYNTH-BANK-000575,2026-06-05 13:28:00,2400.91,DEBIT,Flipkart Internet,UPI230140,CARD
SYNTH-BANK-000576,2026-06-09 11:19:00,437.97,CREDIT,Croma Electronics,UPI173298,NETBANKING
SYNTH-BANK-000577,2026-07-01 04:57:00,594.57,CREDIT,OLA,UPI350243,NETBANKING
SYNTH-BANK-000578,2026-05-16 06:17:00,1589.87,CREDIT,BOOKMYSHOW,UPI658100,WALLET
SYNTH-BANK-000579,2026-05-16 01:52:00,4716.09,DEBIT,METRO CASH & CARRY,UPI200369,UPI
SYNTH-BANK-000580,2026-06-07 11:35:00,4564.19,CREDIT,FLIPKART,UPI834464,CARD
SYNTH-BANK-000581,2026-06-17 10:44:00,2062.61,CREDIT,APOLLO PHARMACY,UPI923138,UPI
SYNTH-BANK-000582,2026-07-28 01:47:00,345.63,DEBIT,DOMINOS,UPI847388,WALLET
SYNTH-BANK-000583,2026-06-16 11:13:00,684.38,CREDIT,Apollo Pharmacy Ltd,UPI228212,UPI
SYNTH-BANK-000584,2026-06-17 11:02:00,167.54,CREDIT,Urban Company India,UPI134304,CARD
SYNTH-BANK-000585,2026-05-13 09:21:00,1623.94,CREDIT,Flipkart Internet,UPI761269,NETBANKING
SYNTH-BANK-000586,2026-07-08 15:02:00,998.2,CREDIT,DOMINOS INDIA,UPI734385,NETBANKING
SYNTH-BANK-000587,2026-06-30 12:56:00,1144.78,CREDIT,FLIPKART PAY,UPI723331,NETBANKING
SYNTH-BANK-000588,2026-06-16 09:25:00,2463.11,DEBIT,BIGBASKET,UPI355167,CARD
SYNTH-BANK-000589,2026-05-17 09:39:00,990.5,CREDIT,UBER INDIA,UPI374419,NETBANKING
SYNTH-BANK-000590,2026-06-29 19:35:00,516.03,DEBIT,IRCTC E-TICKETING,UPI257418,CARD
SYNTH-BANK-000591,2026-05-07 05:53:00,3510.1,CREDIT,Amazon India,UPI286617,WALLET
SYNTH-BANK-000592,2026-07-14 22:52:00,944.89,CREDIT,URBAN COMPANY,UPI811820,UPI
SYNTH-BANK-000593,2026-07-03 15:56:00,4807.46,CREDIT,IRCTC RAIL,UPI132422,CARD
SYNTH-BANK-000594,2026-06-01 05:12:00,9364.72,CREDIT,IRCTC,UPI423914,CARD
SYNTH-BANK-000595,2026-05-18 02:01:00,687.85,CREDIT,METRO CASH & CARRY,UPI848236,UPI
SYNTH-BANK-000596,2026-05-30 08:26:00,506.85,DEBIT,BMS,UPI288784,WALLET
SYNTH-BANK-000597,2026-05-27 22:54:00,482.55,DEBIT,METRO CASH & CARRY,UPI775787,UPI
SYNTH-BANK-000598,2026-05-05 13:25:00,528.83,DEBIT,Uber Technologies,UPI634005,WALLET
SYNTH-BANK-DUP-000599,2026-05-10 21:57:00,1830.27,CREDIT,ZOMATO*BANGALORE,UPI216511,WALLET
SYNTH-BANK-000599,2026-05-10 21:57:00,1830.27,CREDIT,ZOMATO*BANGALORE,UPI216511,WALLET
SYNTH-BANK-000600,2026-07-29 12:04:00,483.55,CREDIT,Reliance Retail Ltd,UPI346463,UPI
SYNTH-BANK-000601,2026-06-30 02:44:00,516.82,CREDIT,MYNTRA,UPI242350,CARD
SYNTH-BANK-000602,2026-06-21 22:35:00,831.78,CREDIT,AMAZON,UPI230484,WALLET
SYNTH-BANK-000603,2026-05-08 05:56:00,680.85,CREDIT,Amazon India,UPI718408,UPI
SYNTH-BANK-000604,2026-06-03 20:30:00,696.23,CREDIT,NYKAA,UPI178605,NETBANKING
SYNTH-BANK-DUP-000605,2026-05-22 10:55:00,543.38,CREDIT,OLA,UPI220742,WALLET
SYNTH-BANK-000605,2026-05-22 10:55:00,543.38,CREDIT,OLA,UPI220742,WALLET
SYNTH-BANK-000606,2026-05-07 01:35:00,4597.42,DEBIT,DOMINO'S PIZZA,UPI991396,WALLET
SYNTH-BANK-000607,2026-06-08 10:51:00,1972.33,CREDIT,Amazon India,UPI318087,CARD
SYNTH-BANK-000608,2026-05-09 22:42:00,7516.19,CREDIT,URBAN COMPANY,UPI218793,CARD
SYNTH-BANK-000609,2026-05-25 10:51:00,3309.4,CREDIT,DOMINOS INDIA,UPI421403,CARD
SYNTH-BANK-000610,2026-06-18 19:55:00,224.17,CREDIT,BIGBASKET,UPI467519,UPI
SYNTH-BANK-000612,2026-05-05 05:53:00,525.24,CREDIT,DOMINOS,UPI683661,CARD
SYNTH-BANK-000613,2026-07-27 02:04:00,413.13,CREDIT,URBAN COMPANY,UPI178963,NETBANKING
SYNTH-BANK-000614,2026-05-18 18:42:00,2114.38,DEBIT,FLIPKART,UPI328599,WALLET
SYNTH-BANK-000615,2026-07-03 04:04:00,2950.93,DEBIT,SWIGGY,UPI696628,CARD
SYNTH-BANK-000616,2026-06-16 08:29:00,1308.27,CREDIT,FLIPKART PAY,UPI830764,UPI
SYNTH-BANK-000617,2026-06-05 17:17:00,2033.16,DEBIT,ZOMATO,UPI579266,UPI
SYNTH-BANK-000618,2026-07-20 22:48:00,1151.12,CREDIT,CROMA,UPI498150,CARD
SYNTH-BANK-000619,2026-07-23 14:14:00,1141.88,CREDIT,Uber Technologies,UPI407672,NETBANKING
SYNTH-BANK-000620,2026-06-03 09:07:00,267.19,DEBIT,APOLLO,UPI262796,NETBANKING
SYNTH-BANK-000621,2026-06-19 14:52:00,644.46,DEBIT,RELIANCE RETAIL,UPI385049,CARD
SYNTH-BANK-000622,2026-05-29 08:02:00,1002.72,DEBIT,RELIANCE DIGITAL,UPI958077,UPI
SYNTH-BANK-000623,2026-07-27 09:19:00,754.86,CREDIT,Ola Mobility,UPI287627,WALLET
SYNTH-BANK-000624,2026-06-29 11:51:00,4297.0,DEBIT,NYKAA,UPI353183,NETBANKING
SYNTH-BANK-000625,2026-07-09 14:35:00,991.98,CREDIT,DOMINOS INDIA,UPI453571,NETBANKING
SYNTH-BANK-000626,2026-05-17 02:36:00,1534.0,CREDIT,DECATHLON INDIA,UPI493608,CARD
SYNTH-BANK-000627,2026-05-06 15:15:00,752.63,CREDIT,DOMINOS,UPI240616,WALLET
SYNTH-BANK-000628,2026-05-26 01:16:00,607.3,CREDIT,Big Basket,UPI892454,CARD
SYNTH-BANK-000629,2026-05-03 09:17:00,1884.65,CREDIT,ZOMATO*BANGALORE,UPI655320,WALLET
SYNTH-BANK-000631,2026-05-19 09:39:00,1473.02,CREDIT,Big Basket,UPI390886,CARD
SYNTH-BANK-000632,2026-06-16 12:54:00,945.35,CREDIT,AMAZON PAY,UPI914672,NETBANKING
SYNTH-BANK-000634,2026-05-05 21:21:00,1364.16,CREDIT,Myntra Designs,UPI755085,UPI
SYNTH-BANK-DUP-000635,2026-05-30 07:42:00,943.26,CREDIT,BMS,UPI405645,CARD
SYNTH-BANK-000635,2026-05-30 07:42:00,943.26,CREDIT,BMS,UPI405645,CARD
SYNTH-BANK-000636,2026-05-30 00:11:00,433.82,DEBIT,BOOKMYSHOW.COM,UPI341087,NETBANKING
SYNTH-BANK-000637,2026-05-29 23:50:00,740.41,DEBIT,BOOKMYSHOW,UPI636042,UPI
SYNTH-BANK-000638,2026-06-08 09:25:00,848.82,CREDIT,NYKAA,UPI996853,CARD
SYNTH-BANK-000639,2026-06-13 12:13:00,1354.68,DEBIT,BIGBASKET INDIA,UPI803317,NETBANKING
SYNTH-BANK-000640,2026-05-14 02:36:00,1285.89,CREDIT,DOMINO'S PIZZA,UPI559292,NETBANKING
SYNTH-BANK-000641,2026-06-15 15:34:00,582.95,DEBIT,Myntra Designs,UPI671222,WALLET
SYNTH-BANK-000642,2026-07-12 00:09:00,1256.19,CREDIT,FLIPKART PAY,UPI130135,WALLET
SYNTH-BANK-000643,2026-05-24 08:15:00,799.41,CREDIT,BOOKMYSHOW.COM,UPI169676,NETBANKING
SYNTH-BANK-000644,2026-06-14 13:48:00,2297.18,CREDIT,ZOMATO*BANGALORE,UPI584046,CARD
SYNTH-BANK-000645,2026-06-22 15:40:00,1114.61,DEBIT,UBER,UPI133204,NETBANKING
SYNTH-BANK-000646,2026-05-22 03:09:00,1374.92,CREDIT,DECATHLON INDIA,UPI286635,CARD
SYNTH-BANK-000647,2026-07-17 18:36:00,1118.31,CREDIT,APOLLO PHARMACY,UPI741753,WALLET
SYNTH-BANK-000648,2026-06-06 06:11:00,3470.36,DEBIT,Big Basket,UPI582837,NETBANKING
SYNTH-BANK-000649,2026-07-03 23:46:00,836.64,DEBIT,NYKAA.COM,UPI215725,WALLET
SYNTH-BANK-000651,2026-07-05 16:37:00,1182.35,CREDIT,Uber Technologies,UPI412419,WALLET
SYNTH-BANK-000652,2026-07-27 14:34:00,6617.55,CREDIT,IRCTC RAIL,UPI826150,UPI
SYNTH-BANK-000653,2026-05-07 15:21:00,1815.37,DEBIT,ZOMATO,UPI995103,UPI
SYNTH-BANK-000654,2026-07-21 12:57:00,1017.73,CREDIT,DECATHLON,UPI351815,CARD
SYNTH-BANK-000655,2026-07-19 23:45:00,4807.28,CREDIT,UBER,UPI163538,CARD
SYNTH-BANK-000656,2026-05-09 18:09:00,3610.67,DEBIT,CROMA RETAIL,UPI652984,UPI
SYNTH-BANK-000657,2026-05-18 11:31:00,740.99,CREDIT,NYKAA.COM,UPI786092,WALLET
SYNTH-BANK-000658,2026-05-07 07:35:00,2492.57,CREDIT,SWIGGY*BLR,UPI504418,WALLET
SYNTH-BANK-000659,2026-05-18 01:43:00,2078.82,DEBIT,SWIGGY*BLR,UPI330178,NETBANKING
SYNTH-BANK-000660,2026-05-17 17:32:00,1123.15,CREDIT,RELIANCE RETAIL,UPI549318,WALLET
SYNTH-BANK-000661,2026-06-21 08:10:00,2573.34,CREDIT,FLIPKART,UPI885474,CARD
SYNTH-BANK-000662,2026-06-07 06:17:00,544.84,CREDIT,BMS,UPI330202,NETBANKING
SYNTH-BANK-000663,2026-06-06 03:27:00,562.96,CREDIT,Myntra Designs,UPI795696,UPI
SYNTH-BANK-DUP-000664,2026-06-04 23:06:00,1024.28,CREDIT,DOMINO'S PIZZA,UPI671831,CARD
SYNTH-BANK-000664,2026-06-04 23:06:00,1024.28,CREDIT,DOMINO'S PIZZA,UPI671831,CARD
SYNTH-BANK-000665,2026-07-28 18:04:00,301.66,CREDIT,Big Basket,UPI845309,UPI
SYNTH-BANK-000666,2026-07-04 23:53:00,327.05,CREDIT,ZOMATO,UPI978659,WALLET
SYNTH-BANK-000667,2026-05-26 01:50:00,717.77,CREDIT,DOMINOS INDIA,UPI406232,WALLET
SYNTH-BANK-000668,2026-06-18 03:26:00,2642.27,CREDIT,SWIGGY*BLR,UPI604474,CARD
SYNTH-BANK-000669,2026-07-23 19:27:00,437.45,DEBIT,Nykaa E-Retail,UPI351108,NETBANKING
SYNTH-BANK-000670,2026-05-26 20:34:00,556.62,CREDIT,FLIPKART PAY,UPI387644,UPI
SYNTH-BANK-000671,2026-07-13 18:29:00,1891.96,DEBIT,BMS,UPI556359,WALLET
SYNTH-BANK-000672,2026-05-12 20:20:00,537.48,CREDIT,ZOMATO,UPI826229,NETBANKING
SYNTH-BANK-000673,2026-05-05 03:51:00,248.43,CREDIT,ZOMATO,UPI628756,NETBANKING
SYNTH-BANK-000674,2026-07-28 07:22:00,7022.98,CREDIT,BMS,UPI419827,CARD
SYNTH-BANK-000675,2026-07-21 01:40:00,910.85,CREDIT,DOMINOS,UPI620905,NETBANKING
SYNTH-BANK-000676,2026-06-24 19:15:00,2222.82,CREDIT,BIGBASKET INDIA,UPI275737,WALLET
SYNTH-BANK-000677,2026-06-23 11:10:00,637.61,CREDIT,IRCTC E-TICKETING,UPI286232,WALLET
SYNTH-BANK-000678,2026-07-30 03:30:00,654.09,CREDIT,Uber Technologies,UPI579736,UPI
SYNTH-BANK-000679,2026-07-04 14:56:00,3402.44,CREDIT,URBAN COMPANY,UPI282580,UPI
SYNTH-BANK-000680,2026-05-17 12:57:00,927.44,CREDIT,BIGBASKET,UPI409831,NETBANKING
SYNTH-BANK-000681,2026-06-17 04:58:00,1086.01,DEBIT,DOMINO'S PIZZA,UPI352815,UPI
SYNTH-BANK-000682,2026-06-10 07:30:00,1716.66,DEBIT,Myntra Designs,UPI941280,WALLET
SYNTH-BANK-000683,2026-06-06 02:25:00,4053.38,CREDIT,Urban Company India,UPI137210,WALLET
SYNTH-BANK-000684,2026-07-13 22:23:00,1642.83,CREDIT,Ola Mobility,UPI281396,WALLET
SYNTH-BANK-000685,2026-06-04 07:40:00,2365.55,CREDIT,RELIANCE RETAIL,UPI856050,UPI
SYNTH-BANK-000686,2026-07-24 22:47:00,3449.19,DEBIT,MYNTRA,UPI710973,WALLET
SYNTH-BANK-000687,2026-05-03 00:22:00,1421.77,CREDIT,Uber Technologies,UPI624458,WALLET
SYNTH-BANK-000688,2026-05-02 23:36:00,517.59,CREDIT,URBAN COMPANY,UPI212149,UPI
SYNTH-BANK-000689,2026-07-06 02:15:00,1417.54,DEBIT,RELIANCE DIGITAL,UPI755106,NETBANKING
SYNTH-BANK-000690,2026-06-10 07:33:00,749.63,CREDIT,FLIPKART,UPI849086,UPI
SYNTH-BANK-000691,2026-06-29 09:51:00,1723.08,CREDIT,DECATHLON INDIA,UPI872877,WALLET
SYNTH-BANK-000692,2026-07-03 08:10:00,2774.59,CREDIT,SWIGGY,UPI537541,NETBANKING
SYNTH-BANK-000693,2026-06-19 03:23:00,2777.74,DEBIT,Amazon India,UPI637565,NETBANKING
SYNTH-BANK-000694,2026-07-10 14:56:00,838.72,CREDIT,Swiggy India,UPI629893,WALLET
SYNTH-BANK-000696,2026-05-20 07:20:00,4784.63,CREDIT,METRO RETAIL,UPI252727,WALLET
SYNTH-BANK-000697,2026-07-21 00:58:00,1002.7,CREDIT,UBER INDIA,UPI369251,NETBANKING
SYNTH-BANK-000698,2026-05-10 21:29:00,2183.03,CREDIT,NYKAA,UPI857816,UPI
SYNTH-BANK-000699,2026-05-15 06:09:00,702.38,CREDIT,DECATHLON INDIA,UPI209878,WALLET
SYNTH-BANK-000700,2026-05-23 16:03:00,368.59,CREDIT,NYKAA,UPI688055,NETBANKING
SYNTH-BANK-000701,2026-05-17 14:32:00,1683.1,DEBIT,BIGBASKET INDIA,UPI712369,WALLET
SYNTH-BANK-DUP-000702,2026-06-16 05:22:00,860.53,CREDIT,BOOKMYSHOW.COM,UPI117480,UPI
SYNTH-BANK-000702,2026-06-16 05:22:00,860.53,CREDIT,BOOKMYSHOW.COM,UPI117480,UPI
SYNTH-BANK-000704,2026-07-08 10:33:00,5760.78,CREDIT,DOMINO'S PIZZA,UPI247086,WALLET
SYNTH-BANK-000705,2026-07-07 04:46:00,1234.58,DEBIT,Decathlon Sports,UPI959510,CARD
SYNTH-BANK-000706,2026-05-27 11:15:00,1153.57,CREDIT,APOLLO,UPI102011,CARD
SYNTH-BANK-000707,2026-05-17 14:28:00,11590.17,CREDIT,APOLLO PHARMACY,UPI328954,WALLET
SYNTH-BANK-000708,2026-06-21 13:53:00,595.95,CREDIT,Reliance Retail Ltd,UPI224294,WALLET
SYNTH-BANK-000709,2026-05-29 02:33:00,1837.91,CREDIT,Big Basket,UPI771566,WALLET
SYNTH-BANK-000710,2026-06-21 10:29:00,3776.29,CREDIT,DOMINO'S PIZZA,UPI378599,UPI
SYNTH-BANK-000711,2026-06-11 12:32:00,842.93,DEBIT,BMS,UPI136782,CARD
SYNTH-BANK-000712,2026-07-22 10:53:00,2783.36,CREDIT,IRCTC,UPI544855,WALLET
SYNTH-BANK-000713,2026-07-06 09:51:00,613.86,DEBIT,BOOKMYSHOW.COM,UPI118232,NETBANKING
SYNTH-BANK-000714,2026-06-29 04:21:00,1033.13,CREDIT,AMAZON PAY,UPI712252,WALLET
SYNTH-BANK-000715,2026-05-29 03:06:00,683.38,CREDIT,RELIANCE RETAIL,UPI140447,NETBANKING
SYNTH-BANK-000716,2026-06-02 14:50:00,5198.35,CREDIT,Uber Technologies,UPI394453,WALLET
SYNTH-BANK-DUP-000717,2026-05-14 23:49:00,767.24,DEBIT,AMAZON PAY,UPI906006,WALLET
SYNTH-BANK-000717,2026-05-14 23:49:00,767.24,DEBIT,AMAZON PAY,UPI906006,WALLET
SYNTH-BANK-000718,2026-05-09 18:58:00,1049.12,CREDIT,DOMINOS INDIA,UPI915054,WALLET
SYNTH-BANK-000719,2026-05-05 00:28:00,770.98,CREDIT,Zomato Ltd,UPI908978,UPI
SYNTH-BANK-000720,2026-06-08 12:21:00,385.58,CREDIT,BIGBASKET INDIA,UPI973121,NETBANKING
