case_id,bank_txn_id,ledger_id,true_status,exception_type
SYNTH-CASE-000523,SYNTH-BANK-000523,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000524,SYNTH-BANK-000524,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000525,SYNTH-BANK-000525,SYNTH-LEDGER-000525,MATCH,NONE
SYNTH-CASE-000526,SYNTH-BANK-000526,SYNTH-LEDGER-000526,MATCH,NONE
SYNTH-CASE-000527,SYNTH-BANK-000527,SYNTH-LEDGER-000527,MATCH,NONE
SYNTH-CASE-000528,SYNTH-BANK-000528,SYNTH-LEDGER-000528,MATCH,NONE
SYNTH-CASE-000529,SYNTH-BANK-000529,SYNTH-LEDGER-000529,MATCH,NONE
SYNTH-CASE-000530,,SYNTH-LEDGER-000530,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000531,SYNTH-BANK-000531,SYNTH-LEDGER-000531,MATCH,NONE
SYNTH-CASE-000532,SYNTH-BANK-000532,SYNTH-LEDGER-000532,MATCH,NONE
SYNTH-CASE-000533,SYNTH-BANK-000533,SYNTH-LEDGER-000533,MATCH,NONE
SYNTH-CASE-000534,SYNTH-BANK-000534,SYNTH-LEDGER-000534,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000535,SYNTH-BANK-000535,SYNTH-LEDGER-000535,MATCH,NONE
SYNTH-CASE-000536,SYNTH-BANK-000536,SYNTH-LEDGER-000536,DUPLICATE,DUPLICATE
SYNTH-CASE-000537,SYNTH-BANK-000537,SYNTH-LEDGER-000537,MATCH,NONE
SYNTH-CASE-000538,SYNTH-BANK-000538,SYNTH-LEDGER-000538,MATCH,NONE
SYNTH-CASE-000539,SYNTH-BANK-000539,SYNTH-LEDGER-000539,DUPLICATE,DUPLICATE
SYNTH-CASE-000540,SYNTH-BANK-000540,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000541,SYNTH-BANK-000541,SYNTH-LEDGER-000541,MATCH,NONE
SYNTH-CASE-000542,SYNTH-BANK-000542,SYNTH-LEDGER-000542,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000543,SYNTH-BANK-000543,SYNTH-LEDGER-000543,MATCH,NONE
SYNTH-CASE-000544,SYNTH-BANK-000544,SYNTH-LEDGER-000544,MATCH,NONE
SYNTH-CASE-000545,SYNTH-BANK-000545,SYNTH-LEDGER-000545,MATCH,NONE
SYNTH-CASE-000546,SYNTH-BANK-000546,SYNTH-LEDGER-000546,MATCH,NONE
SYNTH-CASE-000547,SYNTH-BANK-000547,SYNTH-LEDGER-000547,MATCH,NONE
SYNTH-CASE-000548,SYNTH-BANK-000548,SYNTH-LEDGER-000548,MATCH,NONE
SYNTH-CASE-000549,SYNTH-BANK-000549,SYNTH-LEDGER-000549,MATCH,NONE
SYNTH-CASE-000550,SYNTH-BANK-000550,SYNTH-LEDGER-000550,MATCH,NONE
SYNTH-CASE-000551,SYNTH-BANK-000551,SYNTH-LEDGER-000551,MATCH,NONE
SYNTH-CASE-000552,SYNTH-BANK-000552,SYNTH-LEDGER-000552,MATCH,NONE
SYNTH-CASE-000553,SYNTH-BANK-000553,SYNTH-LEDGER-000553,DUPLICATE,DUPLICATE
SYNTH-CASE-000554,SYNTH-BANK-000554,SYNTH-LEDGER-000554,MATCH,NONE
SYNTH-CASE-000555,SYNTH-BANK-000555,SYNTH-LEDGER-000555,MATCH,NONE
SYNTH-CASE-000556,SYNTH-BANK-000556,SYNTH-LEDGER-000556,MATCH,NONE
SYNTH-CASE-000557,SYNTH-BANK-000557,SYNTH-LEDGER-000557,MATCH,NONE
SYNTH-CASE-000558,SYNTH-BANK-000558,SYNTH-LEDGER-000558,MATCH,NONE
SYNTH-CASE-000559,SYNTH-BANK-000559,SYNTH-LEDGER-000559,MATCH,NONE
SYNTH-CASE-000560,SYNTH-BANK-000560,SYNTH-LEDGER-000560,MATCH,NONE
SYNTH-CASE-000561,SYNTH-BANK-000561,SYNTH-LEDGER-000561,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000562,SYNTH-BANK-000562,SYNTH-LEDGER-000562,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000563,SYNTH-BANK-000563,SYNTH-LEDGER-000563,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000564,SYNTH-BANK-000564,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000565,SYNTH-BANK-000565,SYNTH-LEDGER-000565,MATCH,NONE
SYNTH-CASE-000566,SYNTH-BANK-000566,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000567,SYNTH-BANK-000567,SYNTH-LEDGER-000567,MATCH,NONE
SYNTH-CASE-000568,SYNTH-BANK-000568,SYNTH-LEDGER-000568,MATCH,NONE
SYNTH-CASE-000569,SYNTH-BANK-000569,SYNTH-LEDGER-000569,MATCH,NONE
SYNTH-CASE-000570,SYNTH-BANK-000570,SYNTH-LEDGER-000570,MATCH,NONE
SYNTH-CASE-000571,SYNTH-BANK-000571,SYNTH-LEDGER-000571,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000572,SYNTH-BANK-000572,SYNTH-LEDGER-000572,MATCH,NONE
SYNTH-CASE-000573,SYNTH-BANK-000573,SYNTH-LEDGER-000573,MATCH,NONE
SYNTH-CASE-000574,SYNTH-BANK-000574,SYNTH-LEDGER-000574,MATCH,NONE
SYNTH-CASE-000575,SYNTH-BANK-000575,SYNTH-LEDGER-000575,MATCH,NONE
SYNTH-CASE-000576,SYNTH-BANK-000576,SYNTH-LEDGER-000576,MATCH,NONE
SYNTH-CASE-000577,SYNTH-BANK-000577,SYNTH-LEDGER-000577,MATCH,NONE
SYNTH-CASE-000578,SYNTH-BANK-000578,SYNTH-LEDGER-000578,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000579,SYNTH-BANK-000579,SYNTH-LEDGER-000579,MATCH,NONE
SYNTH-CASE-000580,SYNTH-BANK-000580,SYNTH-LEDGER-000580,MATCH,NONE
SYNTH-CASE-000581,SYNTH-BANK-000581,SYNTH-LEDGER-000581,MATCH,NONE
SYNTH-CASE-000582,SYNTH-BANK-000582,SYNTH-LEDGER-000582,MATCH,NONE
SYNTH-CASE-000583,SYNTH-BANK-000583,SYNTH-LEDGER-000583,MATCH,NONE
SYNTH-CASE-000584,SYNTH-BANK-000584,SYNTH-LEDGER-000584,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000585,SYNTH-BANK-000585,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000586,SYNTH-BANK-000586,SYNTH-LEDGER-000586,MATCH,NONE
SYNTH-CASE-000587,SYNTH-BANK-000587,SYNTH-LEDGER-000587,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000588,SYNTH-BANK-000588,SYNTH-LEDGER-000588,MATCH,NONE
SYNTH-CASE-000589,SYNTH-BANK-000589,SYNTH-LEDGER-000589,MATCH,NONE
SYNTH-CASE-000590,SYNTH-BANK-000590,SYNTH-LEDGER-000590,MATCH,NONE
SYNTH-CASE-000591,SYNTH-BANK-000591,SYNTH-LEDGER-000591,MATCH,NONE
SYNTH-CASE-000592,SYNTH-BANK-000592,SYNTH-LEDGER-000592,MATCH,NONE
SYNTH-CASE-000593,SYNTH-BANK-000593,SYNTH-LEDGER-000593,MATCH,NONE
SYNTH-CASE-000594,SYNTH-BANK-000594,SYNTH-LEDGER-000594,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000595,SYNTH-BANK-000595,SYNTH-LEDGER-000595,MATCH,NONE
SYNTH-CASE-000596,SYNTH-BANK-000596,SYNTH-LEDGER-000596,MATCH,NONE
SYNTH-CASE-000597,SYNTH-BANK-000597,SYNTH-LEDGER-000597,MATCH,NONE
SYNTH-CASE-000598,SYNTH-BANK-000598,SYNTH-LEDGER-000598,MATCH,NONE
SYNTH-CASE-000599,SYNTH-BANK-000599,SYNTH-LEDGER-000599,DUPLICATE,DUPLICATE
SYNTH-CASE-000600,SYNTH-BANK-000600,SYNTH-LEDGER-000600,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000601,SYNTH-BANK-000601,SYNTH-LEDGER-000601,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000602,SYNTH-BANK-000602,SYNTH-LEDGER-000602,MATCH,NONE
SYNTH-CASE-000603,SYNTH-BANK-000603,SYNTH-LEDGER-000603,MATCH,NONE
SYNTH-CASE-000604,SYNTH-BANK-000604,SYNTH-LEDGER-000604,MATCH,NONE
SYNTH-CASE-000605,SYNTH-BANK-000605,SYNTH-LEDGER-000605,DUPLICATE,DUPLICATE
SYNTH-CASE-000606,SYNTH-BANK-000606,SYNTH-LEDGER-000606,MATCH,NONE
SYNTH-CASE-000607,SYNTH-BANK-000607,SYNTH-LEDGER-000607,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000608,SYNTH-BANK-000608,SYNTH-LEDGER-000608,MATCH,NONE
SYNTH-CASE-000609,SYNTH-BANK-000609,SYNTH-LEDGER-000609,MATCH,NONE
SYNTH-CASE-000610,SYNTH-BANK-000610,SYNTH-LEDGER-000610,MATCH,NONE
SYNTH-CASE-000611,,SYNTH-LEDGER-000611,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000612,SYNTH-BANK-000612,SYNTH-LEDGER-000612,MATCH,NONE
SYNTH-CASE-000613,SYNTH-BANK-000613,SYNTH-LEDGER-000613,MATCH,NONE
SYNTH-CASE-000614,SYNTH-BANK-000614,SYNTH-LEDGER-000614,MATCH,NONE
SYNTH-CASE-000615,SYNTH-BANK-000615,SYNTH-LEDGER-000615,MATCH,NONE
SYNTH-CASE-000616,SYNTH-BANK-000616,SYNTH-LEDGER-000616,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000617,SYNTH-BANK-000617,SYNTH-LEDGER-000617,MATCH,NONE
SYNTH-CASE-000618,SYNTH-BANK-000618,SYNTH-LEDGER-000618,MATCH,NONE
SYNTH-CASE-000619,SYNTH-BANK-000619,SYNTH-LEDGER-000619,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000620,SYNTH-BANK-000620,SYNTH-LEDGER-000620,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000621,SYNTH-BANK-000621,SYNTH-LEDGER-000621,MATCH,NONE
SYNTH-CASE-000622,SYNTH-BANK-000622,SYNTH-LEDGER-000622,MATCH,NONE
SYNTH-CASE-000623,SYNTH-BANK-000623,SYNTH-LEDGER-000623,MATCH,NONE
SYNTH-CASE-000624,SYNTH-BANK-000624,SYNTH-LEDGER-000624,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000625,SYNTH-BANK-000625,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000626,SYNTH-BANK-000626,SYNTH-LEDGER-000626,MATCH,NONE
SYNTH-CASE-000627,SYNTH-BANK-000627,SYNTH-LEDGER-000627,MATCH,NONE
SYNTH-CASE-000628,SYNTH-BANK-000628,SYNTH-LEDGER-000628,MATCH,NONE
SYNTH-CASE-000629,SYNTH-BANK-000629,SYNTH-LEDGER-000629,MATCH,NONE
SYNTH-CASE-000630,,SYNTH-LEDGER-000630,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000631,SYNTH-BANK-000631,SYNTH-LEDGER-000631,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000632,SYNTH-BANK-000632,SYNTH-LEDGER-000632,MATCH,NONE
SYNTH-CASE-000633,,SYNTH-LEDGER-000633,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000634,SYNTH-BANK-000634,SYNTH-LEDGER-000634,MATCH,NONE
SYNTH-CASE-000635,SYNTH-BANK-000635,SYNTH-LEDGER-000635,DUPLICATE,DUPLICATE
SYNTH-CASE-000636,SYNTH-BANK-000636,SYNTH-LEDGER-000636,MATCH,NONE
SYNTH-CASE-000637,SYNTH-BANK-000637,SYNTH-LEDGER-000637,MATCH,NONE
SYNTH-CASE-000638,SYNTH-BANK-000638,SYNTH-LEDGER-000638,MATCH,NONE
SYNTH-CASE-000639,SYNTH-BANK-000639,SYNTH-LEDGER-000639,MATCH,NONE
SYNTH-CASE-000640,SYNTH-BANK-000640,SYNTH-LEDGER-000640,MATCH,NONE
SYNTH-CASE-000641,SYNTH-BANK-000641,SYNTH-LEDGER-000641,MATCH,NONE
SYNTH-CASE-000642,SYNTH-BANK-000642,SYNTH-LEDGER-000642,MATCH,NONE
SYNTH-CASE-000643,SYNTH-BANK-000643,SYNTH-LEDGER-000643,MATCH,NONE
SYNTH-CASE-000644,SYNTH-BANK-000644,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000645,SYNTH-BANK-000645,SYNTH-LEDGER-000645,MATCH,NONE
SYNTH-CASE-000646,SYNTH-BANK-000646,SYNTH-LEDGER-000646,MATCH,NONE
SYNTH-CASE-000647,SYNTH-BANK-000647,SYNTH-LEDGER-000647,MATCH,NONE
SYNTH-CASE-000648,SYNTH-BANK-000648,SYNTH-LEDGER-000648,MATCH,NONE
SYNTH-CASE-000649,SYNTH-BANK-000649,SYNTH-LEDGER-000649,MATCH,NONE
SYNTH-CASE-000650,,SYNTH-LEDGER-000650,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000651,SYNTH-BANK-000651,SYNTH-LEDGER-000651,MATCH,NONE
SYNTH-CASE-000652,SYNTH-BANK-000652,SYNTH-LEDGER-000652,MATCH,NONE
SYNTH-CASE-000653,SYNTH-BANK-000653,SYNTH-LEDGER-000653,MATCH,NONE
SYNTH-CASE-000654,SYNTH-BANK-000654,SYNTH-LEDGER-000654,MATCH,NONE
SYNTH-CASE-000655,SYNTH-BANK-000655,SYNTH-LEDGER-000655,MATCH,NONE
SYNTH-CASE-000656,SYNTH-BANK-000656,SYNTH-LEDGER-000656,MATCH,NONE
SYNTH-CASE-000657,SYNTH-BANK-000657,SYNTH-LEDGER-000657,MATCH,NONE
SYNTH-CASE-000658,SYNTH-BANK-000658,SYNTH-LEDGER-000658,MATCH,NONE
SYNTH-CASE-000659,SYNTH-BANK-000659,SYNTH-LEDGER-000659,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000660,SYNTH-BANK-000660,SYNTH-LEDGER-000660,MATCH,NONE
SYNTH-CASE-000661,SYNTH-BANK-000661,SYNTH-LEDGER-000661,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000662,SYNTH-BANK-000662,SYNTH-LEDGER-000662,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000663,SYNTH-BANK-000663,SYNTH-LEDGER-000663,MATCH,NONE
SYNTH-CASE-000664,SYNTH-BANK-000664,SYNTH-LEDGER-000664,DUPLICATE,DUPLICATE
SYNTH-CASE-000665,SYNTH-BANK-000665,SYNTH-LEDGER-000665,MATCH,NONE
SYNTH-CASE-000666,SYNTH-BANK-000666,SYNTH-LEDGER-000666,MATCH,NONE
SYNTH-CASE-000667,SYNTH-BANK-000667,SYNTH-LEDGER-000667,MATCH,NONE
SYNTH-CASE-000668,SYNTH-BANK-000668,SYNTH-LEDGER-000668,MATCH,NONE
SYNTH-CASE-000669,SYNTH-BANK-000669,SYNTH-LEDGER-000669,MATCH,NONE
SYNTH-CASE-000670,SYNTH-BANK-000670,SYNTH-LEDGER-000670,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000671,SYNTH-BANK-000671,SYNTH-LEDGER-000671,MATCH,NONE
SYNTH-CASE-000672,SYNTH-BANK-000672,SYNTH-LEDGER-000672,MATCH,NONE
SYNTH-CASE-000673,SYNTH-BANK-000673,SYNTH-LEDGER-000673,MATCH,NONE
SYNTH-CASE-000674,SYNTH-BANK-000674,SYNTH-LEDGER-000674,MATCH,NONE
SYNTH-CASE-000675,SYNTH-BANK-000675,SYNTH-LEDGER-000675,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000676,SYNTH-BANK-000676,SYNTH-LEDGER-000676,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000677,SYNTH-BANK-000677,SYNTH-LEDGER-000677,MATCH,NONE
SYNTH-CASE-000678,SYNTH-BANK-000678,SYNTH-LEDGER-000678,MATCH,NONE
SYNTH-CASE-000679,SYNTH-BANK-000679,SYNTH-LEDGER-000679,MATCH,NONE
SYNTH-CASE-000680,SYNTH-BANK-000680,SYNTH-LEDGER-000680,MATCH,NONE
SYNTH-CASE-000681,SYNTH-BANK-000681,SYNTH-LEDGER-000681,MATCH,NONE
SYNTH-CASE-000682,SYNTH-BANK-000682,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000683,SYNTH-BANK-000683,SYNTH-LEDGER-000683,MATCH,NONE
SYNTH-CASE-000684,SYNTH-BANK-000684,SYNTH-LEDGER-000684,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000685,SYNTH-BANK-000685,SYNTH-LEDGER-000685,MATCH,NONE
SYNTH-CASE-000686,SYNTH-BANK-000686,SYNTH-LEDGER-000686,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000687,SYNTH-BANK-000687,SYNTH-LEDGER-000687,MATCH,NONE
SYNTH-CASE-000688,SYNTH-BANK-000688,SYNTH-LEDGER-000688,MATCH,NONE
SYNTH-CASE-000689,SYNTH-BANK-000689,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000690,SYNTH-BANK-000690,SYNTH-LEDGER-000690,MATCH,NONE
SYNTH-CASE-000691,SYNTH-BANK-000691,SYNTH-LEDGER-000691,MATCH,NONE
SYNTH-CASE-000692,SYNTH-BANK-000692,SYNTH-LEDGER-000692,MATCH,NONE
SYNTH-CASE-000693,SYNTH-BANK-000693,SYNTH-LEDGER-000693,MATCH,NONE
SYNTH-CASE-000694,SYNTH-BANK-000694,SYNTH-LEDGER-000694,MATCH,NONE
SYNTH-CASE-000695,,SYNTH-LEDGER-000695,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000696,SYNTH-BANK-000696,SYNTH-LEDGER-000696,MATCH,NONE
SYNTH-CASE-000697,SYNTH-BANK-000697,SYNTH-LEDGER-000697,MATCH,NONE
SYNTH-CASE-000698,SYNTH-BANK-000698,SYNTH-LEDGER-000698,MATCH,NONE
SYNTH-CASE-000699,SYNTH-BANK-000699,SYNTH-LEDGER-000699,MATCH,NONE
SYNTH-CASE-000700,SYNTH-BANK-000700,SYNTH-LEDGER-000700,MATCH,NONE
SYNTH-CASE-000701,SYNTH-BANK-000701,SYNTH-LEDGER-000701,MATCH,NONE
SYNTH-CASE-000702,SYNTH-BANK-000702,SYNTH-LEDGER-000702,DUPLICATE,DUPLICATE
SYNTH-CASE-000703,,SYNTH-LEDGER-000703,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000704,SYNTH-BANK-000704,SYNTH-LEDGER-000704,MATCH,NONE
SYNTH-CASE-000705,SYNTH-BANK-000705,SYNTH-LEDGER-000705,MATCH,NONE
SYNTH-CASE-000706,SYNTH-BANK-000706,SYNTH-LEDGER-000706,MATCH,NONE
SYNTH-CASE-000707,SYNTH-BANK-000707,SYNTH-LEDGER-000707,MATCH,NONE
SYNTH-CASE-000708,SYNTH-BANK-000708,SYNTH-LEDGER-000708,MATCH,NONE
SYNTH-CASE-000709,SYNTH-BANK-000709,SYNTH-LEDGER-000709,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000710,SYNTH-BANK-000710,SYNTH-LEDGER-000710,MATCH,NONE
SYNTH-CASE-000711,SYNTH-BANK-000711,SYNTH-LEDGER-000711,MATCH,NONE
SYNTH-CASE-000712,SYNTH-BANK-000712,SYNTH-LEDGER-000712,MATCH,NONE
SYNTH-CASE-000713,SYNTH-BANK-000713,SYNTH-LEDGER-000713,MATCH,NONE
SYNTH-CASE-000714,SYNTH-BANK-000714,SYNTH-LEDGER-000714,MATCH,NONE
SYNTH-CASE-000715,SYNTH-BANK-000715,SYNTH-LEDGER-000715,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000716,SYNTH-BANK-000716,SYNTH-LEDGER-000716,MATCH,NONE
SYNTH-CASE-000717,SYNTH-BANK-000717,SYNTH-LEDGER-000717,DUPLICATE,DUPLICATE
SYNTH-CASE-000718,SYNTH-BANK-000718,SYNTH-LEDGER-000718,MATCH,NONE
SYNTH-CASE-000719,SYNTH-BANK-000719,SYNTH-LEDGER-000719,MATCH,NONE
SYNTH-CASE-000720,SYNTH-BANK-000720,SYNTH-LEDGER-000720,MATCH,NONE
SYNTH-CASE-000721,SYNTH-BANK-000721,SYNTH-LEDGER-000721,DUPLICATE,DUPLICATE
SYNTH-CASE-000722,SYNTH-BANK-000722,SYNTH-LEDGER-000722,MATCH,NONE
SYNTH-CASE-000723,SYNTH-BANK-000723,SYNTH-LEDGER-000723,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000724,SYNTH-BANK-000724,SYNTH-LEDGER-000724,MATCH,NONE
SYNTH-CASE-000725,SYNTH-BANK-000725,SYNTH-LEDGER-000725,MATCH,NONE
SYNTH-CASE-000726,SYNTH-BANK-000726,SYNTH-LEDGER-000726,MATCH,NONE
SYNTH-CASE-000727,SYNTH-BANK-000727,SYNTH-LEDGER-000727,MATCH,NONE
SYNTH-CASE-000728,SYNTH-BANK-000728,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000729,SYNTH-BANK-000729,SYNTH-LEDGER-000729,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000730,SYNTH-BANK-000730,SYNTH-LEDGER-000730,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000731,SYNTH-BANK-000731,SYNTH-LEDGER-000731,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000732,SYNTH-BANK-000732,SYNTH-LEDGER-000732,MATCH,NONE
SYNTH-CASE-000733,,SYNTH-LEDGER-000733,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000734,SYNTH-BANK-000734,SYNTH-LEDGER-000734,MATCH,NONE
SYNTH-CASE-000735,SYNTH-BANK-000735,SYNTH-LEDGER-000735,MATCH,NONE
SYNTH-CASE-000736,SYNTH-BANK-000736,SYNTH-LEDGER-000736,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000737,SYNTH-BANK-000737,SYNTH-LEDGER-000737,MATCH,NONE
SYNTH-CASE-000738,SYNTH-BANK-000738,SYNTH-LEDGER-000738,MATCH,NONE
SYNTH-CASE-000739,SYNTH-BANK-000739,SYNTH-LEDGER-000739,MATCH,NONE
SYNTH-CASE-000740,SYNTH-BANK-000740,SYNTH-LEDGER-000740,MATCH,NONE
SYNTH-CASE-000741,SYNTH-BANK-000741,SYNTH-LEDGER-000741,MATCH,NONE
SYNTH-CASE-000742,SYNTH-BANK-000742,SYNTH-LEDGER-000742,MATCH,NONE
SYNTH-CASE-000743,SYNTH-BANK-000743,SYNTH-LEDGER-000743,MATCH,NONE
SYNTH-CASE-000744,,SYNTH-LEDGER-000744,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000745,SYNTH-BANK-000745,SYNTH-LEDGER-000745,MATCH,NONE
SYNTH-CASE-000746,SYNTH-BANK-000746,SYNTH-LEDGER-000746,MATCH,NONE
SYNTH-CASE-000747,SYNTH-BANK-000747,SYNTH-LEDGER-000747,MATCH,NONE
SYNTH-CASE-000748,SYNTH-BANK-000748,SYNTH-LEDGER-000748,MATCH,NONE
SYNTH-CASE-000749,SYNTH-BANK-000749,SYNTH-LEDGER-000749,MATCH,NONE
SYNTH-CASE-000750,SYNTH-BANK-000750,SYNTH-LEDGER-000750,MATCH,NONE
SYNTH-CASE-000751,SYNTH-BANK-000751,SYNTH-LEDGER-000751,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000752,SYNTH-BANK-000752,SYNTH-LEDGER-000752,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000753,SYNTH-BANK-000753,SYNTH-LEDGER-000753,MATCH,NONE
SYNTH-CASE-000754,SYNTH-BANK-000754,SYNTH-LEDGER-000754,MATCH,NONE
SYNTH-CASE-000755,SYNTH-BANK-000755,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000756,SYNTH-BANK-000756,SYNTH-LEDGER-000756,MATCH,NONE
SYNTH-CASE-000757,SYNTH-BANK-000757,SYNTH-LEDGER-000757,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000758,SYNTH-BANK-000758,SYNTH-LEDGER-000758,MATCH,NONE
SYNTH-CASE-000759,SYNTH-BANK-000759,SYNTH-LEDGER-000759,MATCH,NONE
SYNTH-CASE-000760,SYNTH-BANK-000760,SYNTH-LEDGER-000760,MATCH,NONE
SYNTH-CASE-000761,SYNTH-BANK-000761,SYNTH-LEDGER-000761,MATCH,NONE
SYNTH-CASE-000762,SYNTH-BANK-000762,SYNTH-LEDGER-000762,MATCH,NONE
SYNTH-CASE-000763,SYNTH-BANK-000763,SYNTH-LEDGER-000763,MATCH,NONE
SYNTH-CASE-000764,SYNTH-BANK-000764,SYNTH-LEDGER-000764,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000765,SYNTH-BANK-000765,SYNTH-LEDGER-000765,MATCH,NONE
SYNTH-CASE-000766,,SYNTH-LEDGER-000766,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000767,SYNTH-BANK-000767,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000768,SYNTH-BANK-000768,SYNTH-LEDGER-000768,MATCH,NONE
SYNTH-CASE-000769,SYNTH-BANK-000769,SYNTH-LEDGER-000769,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000770,SYNTH-BANK-000770,SYNTH-LEDGER-000770,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000771,SYNTH-BANK-000771,SYNTH-LEDGER-000771,MATCH,NONE
SYNTH-CASE-000772,SYNTH-BANK-000772,SYNTH-LEDGER-000772,MATCH,NONE
SYNTH-CASE-000773,SYNTH-BANK-000773,SYNTH-LEDGER-000773,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000774,SYNTH-BANK-000774,SYNTH-LEDGER-000774,MATCH,NONE
SYNTH-CASE-000775,SYNTH-BANK-000775,SYNTH-LEDGER-000775,MATCH,NONE
SYNTH-CASE-000776,SYNTH-BANK-000776,SYNTH-LEDGER-000776,MATCH,NONE
SYNTH-CASE-000777,SYNTH-BANK-000777,SYNTH-LEDGER-000777,MATCH,NONE
SYNTH-CASE-000778,SYNTH-BANK-000778,SYNTH-LEDGER-000778,MATCH,NONE
SYNTH-CASE-000779,SYNTH-BANK-000779,SYNTH-LEDGER-000779,MATCH,NONE
SYNTH-CASE-000780,SYNTH-BANK-000780,SYNTH-LEDGER-000780,DUPLICATE,DUPLICATE
SYNTH-CASE-000781,SYNTH-BANK-000781,SYNTH-LEDGER-000781,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000782,SYNTH-BANK-000782,SYNTH-LEDGER-000782,MATCH,NONE
SYNTH-CASE-000783,SYNTH-BANK-000783,SYNTH-LEDGER-000783,MATCH,NONE
SYNTH-CASE-000784,SYNTH-BANK-000784,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000785,SYNTH-BANK-000785,SYNTH-LEDGER-000785,MATCH,NONE
SYNTH-CASE-000786,,SYNTH-LEDGER-000786,UNMATCHED_LEDGER,MISSING_BANK
