ledger_id,timestamp,amount,direction,merchant,reference,invoice_id
SYNTH-LEDGER-001004,2026-07-09 21:03:00,823.87,CREDIT,APOLLO,UPI676573,SYNTH-INV-001004
SYNTH-LEDGER-001005,2026-05-19 05:16:00,1872.09,DEBIT,Reliance Retail Ltd,UPI216576,SYNTH-INV-001005
SYNTH-LEDGER-001006,2026-05-10 09:39:00,1350.9,CREDIT,BIGBASKET INDIA,UPI377635,SYNTH-INV-001006
SYNTH-LEDGER-001007,2026-07-30 02:57:00,1260.68,CREDIT,APOLLO,UPI820404,SYNTH-INV-001007
SYNTH-LEDGER-001008,2026-05-30 09:53:00,1695.85,CREDIT,Swiggy India,UPI634278,SYNTH-INV-001008
SYNTH-LEDGER-001009,2026-07-09 08:31:00,934.71,DEBIT,Myntra Designs,UPI906103,SYNTH-INV-001009
SYNTH-LEDGER-001010,2026-06-25 12:41:00,1466.37,CREDIT,Zomato Ltd,UPI314291,SYNTH-INV-001010
SYNTH-LEDGER-001011,2026-06-28 00:17:00,1294.82,DEBIT,BIGBASKET INDIA,UPI-425836,SYNTH-INV-001011
SYNTH-LEDGER-001012,2026-05-01 15:16:00,718.93,DEBIT,URBAN COMPANY,UPI-264826,SYNTH-INV-001012
SYNTH-LEDGER-001013,2026-07-27 10:47:00,1107.29,DEBIT,IRCTC,UPI399754,SYNTH-INV-001013
SYNTH-LEDGER-001014,2026-05-18 22:53:00,8033.06,CREDIT,NYKAA.COM,UPI-177317,SYNTH-INV-001014
SYNTH-LEDGER-001015,2026-06-14 18:33:00,834.14,CREDIT,IRCTC RAIL,UPI322234,SYNTH-INV-001015
SYNTH-LEDGER-001016,2026-06-01 06:48:00,300.75,CREDIT,AMAZON,UPI938640,SYNTH-INV-001016
SYNTH-LEDGER-001017,2026-07-15 15:56:00,3750.4,DEBIT,RELIANCE DIGITAL,UPI654675,SYNTH-INV-001017
SYNTH-LEDGER-001018,2026-07-12 11:50:00,195.64,CREDIT,Myntra Designs,UPI389721,SYNTH-INV-001018
SYNTH-LEDGER-001019,2026-05-04 18:17:00,1860.68,CREDIT,FLIPKART PAY,UPI-426469,SYNTH-INV-001019
SYNTH-LEDGER-001020,2026-06-04 19:59:00,3023.67,CREDIT,Amazon India,UPI995972,SYNTH-INV-001020
SYNTH-LEDGER-001021,2026-06-17 01:53:00,363.34,DEBIT,FLIPKART PAY,UPI319211,SYNTH-INV-001021
SYNTH-LEDGER-001022,2026-07-13 16:52:00,410.5,CREDIT,RELIANCE RETAIL,UPI782718,SYNTH-INV-001022
SYNTH-LEDGER-001023,2026-05-31 20:50:00,278.03,DEBIT,UBER INDIA,UPI219206,SYNTH-INV-001023
SYNTH-LEDGER-001024,2026-06-26 16:09:00,1361.9,DEBIT,Croma Electronics,UPI566967,SYNTH-INV-001024
SYNTH-LEDGER-001025,2026-07-20 13:24:00,2544.27,DEBIT,OLA CABS,UPI472538,SYNTH-INV-001025
SYNTH-LEDGER-001026,2026-06-21 04:12:00,738.79,CREDIT,OLA,UPI-794951,SYNTH-INV-001026
SYNTH-LEDGER-001027,2026-05-31 18:17:00,955.4,CREDIT,CROMA,UPI779456,SYNTH-INV-001027
SYNTH-LEDGER-001028,2026-07-01 11:41:00,1599.18,DEBIT,OLA,UPI-323834,SYNTH-INV-001028
SYNTH-LEDGER-001029,2026-05-31 10:57:00,902.6,CREDIT,DECATHLON INDIA,UPI415660,SYNTH-INV-001029
SYNTH-LEDGER-001030,2026-07-16 11:22:00,326.89,CREDIT,DECATHLON,UPI-508207,SYNTH-INV-001030
SYNTH-LEDGER-001031,2026-06-13 00:05:00,4668.19,CREDIT,ZOMATO*BANGALORE,UPI718051,SYNTH-INV-001031
SYNTH-LEDGER-001032,2026-07-11 15:30:00,2065.34,CREDIT,Urban Company India,UPI400952,SYNTH-INV-001032
SYNTH-LEDGER-001033,2026-06-19 19:57:00,758.41,DEBIT,BMS,UPI898002,SYNTH-INV-001033
SYNTH-LEDGER-001034,2026-05-08 04:12:00,1218.42,CREDIT,Big Basket,UPI278595,SYNTH-INV-001034
SYNTH-LEDGER-001035,2026-05-25 18:01:00,1657.58,DEBIT,Uber Technologies,UPI-733717,SYNTH-INV-001035
SYNTH-LEDGER-001036,2026-07-04 00:48:00,1599.12,DEBIT,RELIANCE RETAIL,UPI190094,SYNTH-INV-001036
SYNTH-LEDGER-001037,2026-07-18 02:18:00,1001.3,CREDIT,Reliance Retail Ltd,UPI483760,SYNTH-INV-001037
SYNTH-LEDGER-001038,2026-07-16 03:24:00,1345.21,CREDIT,METRO CASH & CARRY,UPI623265,SYNTH-INV-001038
SYNTH-LEDGER-001039,2026-05-24 02:27:00,1344.24,CREDIT,UBER INDIA,UPI724685,SYNTH-INV-001039
SYNTH-LEDGER-001040,2026-06-22 13:02:00,440.75,CREDIT,BOOKMYSHOW,UPI-398905,SYNTH-INV-001040
SYNTH-LEDGER-001041,2026-05-12 22:05:00,1213.98,CREDIT,BIGBASKET,UPI619004,SYNTH-INV-001041
SYNTH-LEDGER-001042,2026-05-15 07:51:00,1970.48,CREDIT,SWIGGY,UPI-591239,SYNTH-INV-001042
SYNTH-LEDGER-001043,2026-05-03 06:07:00,1858.86,CREDIT,URBANCLAP,UPI741246,SYNTH-INV-001043
SYNTH-LEDGER-001044,2026-05-21 11:41:00,306.74,CREDIT,MYNTRA PAY,UPI-442277,SYNTH-INV-001044
SYNTH-LEDGER-001045,2026-06-13 11:00:00,1561.48,CREDIT,ZOMATO*BANGALORE,UPI242246,SYNTH-INV-001045
SYNTH-LEDGER-001046,2026-07-16 17:15:00,1435.13,DEBIT,Swiggy India,UPI629661,SYNTH-INV-001046
SYNTH-LEDGER-001047,2026-05-03 20:36:00,93.09,DEBIT,Croma Electronics,UPI-502788,SYNTH-INV-001047
SYNTH-LEDGER-001048,2026-05-19 22:00:00,998.71,CREDIT,MYNTRA,UPI849919,SYNTH-INV-001048
SYNTH-LEDGER-001049,2026-07-14 13:41:00,1164.6,CREDIT,SWIGGY*BLR,UPI518383,SYNTH-INV-001049
SYNTH-LEDGER-001050,2026-06-22 14:07:00,1152.07,DEBIT,FLIPKART PAY,UPI363011,SYNTH-INV-001050
SYNTH-LEDGER-001051,2026-05-10 19:28:00,1309.82,CREDIT,Uber Technologies,UPI602078,SYNTH-INV-001051
SYNTH-LEDGER-001052,2026-07-19 19:22:00,378.79,CREDIT,FLIPKART,UPI-799460,SYNTH-INV-001052
SYNTH-LEDGER-001054,2026-06-13 07:42:00,3364.85,DEBIT,METRO INDIA,UPI-252370,SYNTH-INV-001054
SYNTH-LEDGER-001055,2026-07-19 08:19:00,2789.94,CREDIT,DECATHLON,UPI868686,SYNTH-INV-001055
SYNTH-LEDGER-001056,2026-06-24 03:03:00,995.45,CREDIT,IRCTC RAIL,UPI324401,SYNTH-INV-001056
SYNTH-LEDGER-001057,2026-05-22 23:11:00,1632.48,CREDIT,NYKAA,UPI968836,SYNTH-INV-001057
SYNTH-LEDGER-001058,2026-06-26 20:02:00,950.41,DEBIT,SWIGGY,UPI-634889,SYNTH-INV-001058
SYNTH-LEDGER-001059,2026-05-04 17:33:00,787.06,CREDIT,NYKAA.COM,UPI578133,SYNTH-INV-001059
SYNTH-LEDGER-001060,2026-07-09 19:07:00,1843.41,CREDIT,AMAZON PAY,UPI686842,SYNTH-INV-001060
SYNTH-LEDGER-001061,2026-06-11 14:19:00,880.28,CREDIT,Big Basket,UPI289777,SYNTH-INV-001061
SYNTH-LEDGER-001062,2026-05-09 00:42:00,900.62,CREDIT,CROMA,UPI167755,SYNTH-INV-001062
SYNTH-LEDGER-001063,2026-05-02 16:12:00,1029.55,CREDIT,ZOMATO*BANGALORE,UPI242459,SYNTH-INV-001063
SYNTH-LEDGER-001064,2026-07-27 14:54:00,7993.18,DEBIT,APOLLO PHARMACY,UPI724944,SYNTH-INV-001064
SYNTH-LEDGER-001065,2026-05-27 03:43:00,1403.27,CREDIT,ZOMATO*BANGALORE,UPI449765,SYNTH-INV-001065
SYNTH-LEDGER-001066,2026-06-13 04:37:00,2403.93,CREDIT,OLA CABS,UPI-995867,SYNTH-INV-001066
SYNTH-LEDGER-001067,2026-07-08 09:24:00,775.35,CREDIT,Myntra Designs,UPI915887,SYNTH-INV-001067
SYNTH-LEDGER-001068,2026-05-13 12:40:00,3531.17,CREDIT,Apollo Pharmacy Ltd,UPI585306,SYNTH-INV-001068
SYNTH-LEDGER-001069,2026-06-30 10:10:00,1839.7,CREDIT,DOMINO'S PIZZA,UPI581206,SYNTH-INV-001069
SYNTH-LEDGER-001070,2026-06-28 12:45:00,403.07,DEBIT,NYKAA,UPI197407,SYNTH-INV-001070
SYNTH-LEDGER-001071,2026-07-22 02:16:00,2153.38,CREDIT,UBER,UPI788244,SYNTH-INV-001071
SYNTH-LEDGER-001072,2026-05-07 01:31:00,2963.81,CREDIT,FLIPKART PAY,UPI875112,SYNTH-INV-001072
SYNTH-LEDGER-001073,2026-05-12 01:48:00,1723.4,CREDIT,CROMA RETAIL,UPI229720,SYNTH-INV-001073
SYNTH-LEDGER-001074,2026-07-28 18:03:00,1830.96,DEBIT,Swiggy India,UPI868731,SYNTH-INV-001074
SYNTH-LEDGER-001075,2026-07-27 17:39:00,1370.89,CREDIT,Nykaa E-Retail,UPI-732914,SYNTH-INV-001075
SYNTH-LEDGER-001076,2026-05-12 05:24:00,823.43,DEBIT,ZOMATO*BANGALORE,UPI562635,SYNTH-INV-001076
SYNTH-LEDGER-001077,2026-06-12 03:15:00,914.55,CREDIT,APOLLO,UPI981077,SYNTH-INV-001077
SYNTH-LEDGER-001078,2026-07-19 10:16:00,3847.77,CREDIT,Apollo Pharmacy Ltd,UPI753816,SYNTH-INV-001078
SYNTH-LEDGER-001079,2026-05-19 21:53:00,2234.14,CREDIT,BIGBASKET INDIA,UPI-256443,SYNTH-INV-001079
SYNTH-LEDGER-001080,2026-05-12 14:01:00,2922.65,DEBIT,DOMINOS,UPI515211,SYNTH-INV-001080
SYNTH-LEDGER-001081,2026-05-16 23:01:00,4211.43,CREDIT,OLA CABS,UPI-356106,SYNTH-INV-001081
SYNTH-LEDGER-001082,2026-06-11 04:16:00,938.38,DEBIT,OLA CABS,UPI804031,SYNTH-INV-001082
SYNTH-LEDGER-001083,2026-06-12 07:50:00,1328.29,CREDIT,BIGBASKET,UPI449432,SYNTH-INV-001083
SYNTH-LEDGER-001084,2026-05-25 08:06:00,627.06,CREDIT,METRO CASH & CARRY,UPI-149219,SYNTH-INV-001084
SYNTH-LEDGER-001085,2026-05-25 01:44:00,1846.12,CREDIT,Big Basket,UPI124897,SYNTH-INV-001085
SYNTH-LEDGER-001086,2026-06-21 17:18:00,1253.6,CREDIT,CROMA RETAIL,UPI-891692,SYNTH-INV-001086
SYNTH-LEDGER-001087,2026-07-23 13:40:00,4102.31,DEBIT,APOLLO,UPI461276,SYNTH-INV-001087
SYNTH-LEDGER-001088,2026-07-11 20:03:00,585.35,CREDIT,Swiggy India,UPI-303576,SYNTH-INV-001088
SYNTH-LEDGER-001089,2026-07-23 01:20:00,1365.26,CREDIT,ZOMATO,UPI192030,SYNTH-INV-001089
SYNTH-LEDGER-001090,2026-07-03 20:23:00,365.74,CREDIT,Reliance Retail Ltd,UPI-663258,SYNTH-INV-001090
SYNTH-LEDGER-001091,2026-07-17 10:15:00,1442.44,CREDIT,CROMA,UPI-695077,SYNTH-INV-001091
SYNTH-LEDGER-001093,2026-06-01 17:59:00,2258.79,CREDIT,NYKAA.COM,UPI145965,SYNTH-INV-001093
SYNTH-LEDGER-001094,2026-05-05 23:07:00,213.79,DEBIT,Croma Electronics,UPI654636,SYNTH-INV-001094
SYNTH-LEDGER-001095,2026-06-08 23:04:00,1619.63,CREDIT,Big Basket,UPI158570,SYNTH-INV-001095
SYNTH-LEDGER-001096,2026-06-18 14:06:00,2154.86,DEBIT,Reliance Retail Ltd,UPI597575,SYNTH-INV-001096
SYNTH-LEDGER-001097,2026-07-15 12:54:00,385.55,DEBIT,Flipkart Internet,UPI102171,SYNTH-INV-001097
SYNTH-LEDGER-001098,2026-06-03 11:18:00,2999.18,CREDIT,UBER,UPI-564509,SYNTH-INV-001098
SYNTH-LEDGER-001099,2026-05-19 12:28:00,1666.06,DEBIT,MYNTRA,UPI-956844,SYNTH-INV-001099
SYNTH-LEDGER-001100,2026-06-05 04:14:00,3192.38,CREDIT,Flipkart Internet,UPI306928,SYNTH-INV-001100
SYNTH-LEDGER-001101,2026-05-13 07:02:00,410.88,CREDIT,BOOKMYSHOW,UPI718208,SYNTH-INV-001101
SYNTH-LEDGER-001102,2026-06-16 03:48:00,1133.74,CREDIT,DECATHLON INDIA,UPI-320482,SYNTH-INV-001102
SYNTH-LEDGER-001103,2026-05-11 20:58:00,1063.23,DEBIT,CROMA RETAIL,UPI-364416,SYNTH-INV-001103
SYNTH-LEDGER-001104,2026-07-15 18:44:00,2396.5,CREDIT,SWIGGY*BLR,UPI322218,SYNTH-INV-001104
SYNTH-LEDGER-001105,2026-05-17 20:37:00,398.49,CREDIT,Decathlon Sports,UPI803584,SYNTH-INV-001105
SYNTH-LEDGER-001106,2026-05-25 06:49:00,1420.71,DEBIT,Ola Mobility,UPI650873,SYNTH-INV-001106
SYNTH-LEDGER-001107,2026-05-30 18:05:00,127.83,DEBIT,Uber Technologies,UPI360206,SYNTH-INV-001107
SYNTH-LEDGER-001108,2026-07-24 11:40:00,1633.21,CREDIT,Apollo Pharmacy Ltd,UPI-354728,SYNTH-INV-001108
SYNTH-LEDGER-001109,2026-06-10 23:54:00,1243.03,DEBIT,Big Basket,UPI237080,SYNTH-INV-001109
SYNTH-LEDGER-001110,2026-07-23 06:25:00,2666.25,DEBIT,RELIANCE RETAIL,UPI406991,SYNTH-INV-001110
SYNTH-LEDGER-001111,2026-06-29 02:23:00,1074.96,CREDIT,Decathlon Sports,UPI696003,SYNTH-INV-001111
SYNTH-LEDGER-001112,2026-06-20 22:55:00,740.45,CREDIT,IRCTC,UPI452984,SYNTH-INV-001112
SYNTH-LEDGER-001113,2026-07-29 12:48:00,4042.64,CREDIT,BMS,UPI-993782,SYNTH-INV-001113
SYNTH-LEDGER-001114,2026-07-28 00:15:00,956.12,CREDIT,Urban Company India,UPI575034,SYNTH-INV-001114
SYNTH-LEDGER-001115,2026-05-19 05:43:00,5942.87,CREDIT,Ola Mobility,UPI736981,SYNTH-INV-001115
SYNTH-LEDGER-001116,2026-07-10 17:20:00,2148.45,CREDIT,FLIPKART PAY,UPI649853,SYNTH-INV-001116
SYNTH-LEDGER-001117,2026-05-18 22:02:00,2237.34,CREDIT,DECATHLON INDIA,UPI-525935,SYNTH-INV-001117
SYNTH-LEDGER-001118,2026-07-28 11:27:00,5335.28,CREDIT,SWIGGY,UPI513953,SYNTH-INV-001118
SYNTH-LEDGER-001119,2026-06-15 05:31:00,1945.87,CREDIT,DOMINOS INDIA,UPI859239,SYNTH-INV-001119
SYNTH-LEDGER-001120,2026-05-08 11:57:00,795.78,DEBIT,ZOMATO,UPI360916,SYNTH-INV-001120
SYNTH-LEDGER-001121,2026-06-14 11:07:00,1283.85,CREDIT,RELIANCE RETAIL,UPI-774984,SYNTH-INV-001121
SYNTH-LEDGER-001122,2026-05-23 15:58:00,1945.11,CREDIT,ZOMATO,UPI439017,SYNTH-INV-001122
SYNTH-LEDGER-001123,2026-06-06 20:35:00,441.85,CREDIT,IRCTC E-TICKETING,UPI500189,SYNTH-INV-001123
SYNTH-LEDGER-001124,2026-05-14 12:15:00,171.66,CREDIT,FLIPKART PAY,UPI239523,SYNTH-INV-001124
SYNTH-LEDGER-001125,2026-06-12 15:06:00,652.48,CREDIT,IRCTC RAIL,UPI-490373,SYNTH-INV-001125
SYNTH-LEDGER-001126,2026-07-14 01:01:00,536.64,CREDIT,RELIANCE DIGITAL,UPI660189,SYNTH-INV-001126
SYNTH-LEDGER-001127,2026-05-09 00:54:00,717.52,CREDIT,DOMINOS INDIA,UPI-854349,SYNTH-INV-001127
SYNTH-LEDGER-001128,2026-05-17 07:50:00,813.17,CREDIT,ZOMATO,UPI554213,SYNTH-INV-001128
SYNTH-LEDGER-001129,2026-06-27 04:57:00,2740.48,CREDIT,Croma Electronics,UPI967168,SYNTH-INV-001129
SYNTH-LEDGER-001130,2026-05-17 22:33:00,788.49,CREDIT,IRCTC RAIL,UPI284247,SYNTH-INV-001130
SYNTH-LEDGER-001131,2026-07-22 12:30:00,985.74,CREDIT,BOOKMYSHOW,UPI954473,SYNTH-INV-001131
SYNTH-LEDGER-001132,2026-07-04 14:10:00,977.37,CREDIT,Amazon India,UPI320795,SYNTH-INV-001132
SYNTH-LEDGER-001133,2026-05-06 06:15:00,1667.68,DEBIT,METRO RETAIL,UPI266262,SYNTH-INV-001133
SYNTH-LEDGER-001134,2026-05-15 11:58:00,835.23,CREDIT,DECATHLON,UPI-820967,SYNTH-INV-001134
SYNTH-LEDGER-001135,2026-06-11 21:22:00,2314.67,CREDIT,OLA,UPI162459,SYNTH-INV-001135
SYNTH-LEDGER-001136,2026-07-05 19:48:00,2156.8,CREDIT,APOLLO PHARMACY,UPI-272249,SYNTH-INV-001136
SYNTH-LEDGER-001137,2026-06-05 12:44:00,1078.95,CREDIT,Uber Technologies,UPI792777,SYNTH-INV-001137
SYNTH-LEDGER-001138,2026-05-09 04:23:00,2084.16,CREDIT,RELIANCE RETAIL,UPI-289719,SYNTH-INV-001138
SYNTH-LEDGER-001139,2026-06-03 19:55:00,3554.12,DEBIT,APOLLO PHARMACY,UPI901700,SYNTH-INV-001139
SYNTH-LEDGER-001140,2026-07-22 02:03:00,1161.97,DEBIT,METRO CASH & CARRY,UPI384527,SYNTH-INV-001140
SYNTH-LEDGER-001141,2026-07-09 04:07:00,255.87,CREDIT,IRCTC,UPI350974,SYNTH-INV-001141
SYNTH-LEDGER-001142,2026-06-15 08:01:00,741.63,DEBIT,Urban Company India,UPI858152,SYNTH-INV-001142
SYNTH-LEDGER-001143,2026-06-10 14:56:00,5769.91,CREDIT,Apollo Pharmacy Ltd,UPI863753,SYNTH-INV-001143
SYNTH-LEDGER-001144,2026-05-15 11:46:00,2467.91,CREDIT,BMS,UPI225038,SYNTH-INV-001144
SYNTH-LEDGER-001145,2026-06-15 21:40:00,838.83,CREDIT,Swiggy India,UPI892636,SYNTH-INV-001145
SYNTH-LEDGER-001146,2026-07-29 00:27:00,1118.54,DEBIT,BIGBASKET,UPI307811,SYNTH-INV-001146
SYNTH-LEDGER-001147,2026-06-25 03:51:00,948.62,DEBIT,Apollo Pharmacy Ltd,UPI637817,SYNTH-INV-001147
SYNTH-LEDGER-001148,2026-06-22 11:49:00,674.67,CREDIT,MYNTRA,UPI518729,SYNTH-INV-001148
SYNTH-LEDGER-001149,2026-07-18 11:10:00,2262.74,CREDIT,METRO CASH & CARRY,UPI441141,SYNTH-INV-001149
SYNTH-LEDGER-001150,2026-05-14 23:12:00,404.03,DEBIT,Zomato Ltd,UPI183680,SYNTH-INV-001150
SYNTH-LEDGER-001151,2026-06-07 10:56:00,1055.08,DEBIT,METRO RETAIL,UPI355659,SYNTH-INV-001151
SYNTH-LEDGER-001152,2026-07-05 19:39:00,1788.86,DEBIT,IRCTC RAIL,UPI659926,SYNTH-INV-001152
SYNTH-LEDGER-001153,2026-06-05 16:21:00,1818.37,CREDIT,Amazon India,UPI489871,SYNTH-INV-001153
SYNTH-LEDGER-001154,2026-05-30 21:53:00,1302.97,CREDIT,Decathlon Sports,UPI609416,SYNTH-INV-001154
SYNTH-LEDGER-001155,2026-06-27 22:20:00,1121.21,CREDIT,Decathlon Sports,UPI950255,SYNTH-INV-001155
SYNTH-LEDGER-001156,2026-06-02 16:35:00,671.36,CREDIT,Uber Technologies,UPI445466,SYNTH-INV-001156
SYNTH-LEDGER-001157,2026-05-12 08:33:00,1094.97,CREDIT,APOLLO PHARMACY,UPI731848,SYNTH-INV-001157
SYNTH-LEDGER-001158,2026-07-27 23:24:00,1403.29,CREDIT,ZOMATO*BANGALORE,UPI425985,SYNTH-INV-001158
SYNTH-LEDGER-001159,2026-06-30 21:27:00,730.59,CREDIT,AMAZON PAY,UPI888152,SYNTH-INV-001159
SYNTH-LEDGER-001160,2026-07-03 21:34:00,3838.11,CREDIT,Decathlon Sports,UPI488963,SYNTH-INV-001160
SYNTH-LEDGER-001161,2026-05-16 23:21:00,1221.67,CREDIT,DOMINOS,UPI228932,SYNTH-INV-001161
SYNTH-LEDGER-001162,2026-06-05 19:12:00,1091.6,CREDIT,DOMINOS INDIA,UPI-281475,SYNTH-INV-001162
SYNTH-LEDGER-001163,2026-05-30 01:55:00,4657.81,DEBIT,SWIGGY*BLR,UPI514096,SYNTH-INV-001163
SYNTH-LEDGER-001164,2026-06-12 02:36:00,411.26,DEBIT,Zomato Ltd,UPI239961,SYNTH-INV-001164
SYNTH-LEDGER-001165,2026-05-29 16:42:00,1170.55,CREDIT,METRO INDIA,UPI286913,SYNTH-INV-001165
SYNTH-LEDGER-001166,2026-05-18 21:38:00,2830.56,CREDIT,RELIANCE DIGITAL,UPI510129,SYNTH-INV-001166
SYNTH-LEDGER-001167,2026-05-20 10:37:00,1437.89,DEBIT,Croma Electronics,UPI573975,SYNTH-INV-001167
SYNTH-LEDGER-001168,2026-06-14 06:50:00,781.71,CREDIT,SWIGGY*BLR,UPI-952107,SYNTH-INV-001168
SYNTH-LEDGER-001169,2026-06-10 20:32:00,1211.16,CREDIT,BIGBASKET INDIA,UPI206275,SYNTH-INV-001169
SYNTH-LEDGER-001170,2026-07-02 22:10:00,942.52,CREDIT,RELIANCE DIGITAL,UPI-702531,SYNTH-INV-001170
SYNTH-LEDGER-001171,2026-05-03 09:36:00,1655.2,CREDIT,URBAN COMPANY,UPI934590,SYNTH-INV-001171
SYNTH-LEDGER-001172,2026-06-23 16:48:00,262.1,DEBIT,ZOMATO*BANGALORE,UPI497460,SYNTH-INV-001172
SYNTH-LEDGER-001173,2026-06-24 07:22:00,1097.44,CREDIT,IRCTC,UPI884320,SYNTH-INV-001173
SYNTH-LEDGER-001174,2026-07-07 15:55:00,1831.02,DEBIT,Urban Company India,UPI-545405,SYNTH-INV-001174
SYNTH-LEDGER-001175,2026-07-13 12:44:00,1482.45,CREDIT,METRO RETAIL,UPI558949,SYNTH-INV-001175
SYNTH-LEDGER-001176,2026-06-03 04:00:00,630.64,CREDIT,BIGBASKET,UPI-784563,SYNTH-INV-001176
SYNTH-LEDGER-001177,2026-06-14 13:16:00,788.93,DEBIT,FLIPKART PAY,UPI763292,SYNTH-INV-001177
SYNTH-LEDGER-001178,2026-07-13 03:49:00,2503.02,CREDIT,CROMA RETAIL,UPI559393,SYNTH-INV-001178
SYNTH-LEDGER-001179,2026-07-06 21:01:00,700.61,CREDIT,AMAZON,UPI138034,SYNTH-INV-001179
SYNTH-LEDGER-001180,2026-06-02 14:25:00,356.57,DEBIT,NYKAA,UPI324570,SYNTH-INV-001180
SYNTH-LEDGER-001181,2026-07-18 08:11:00,3253.38,DEBIT,BIGBASKET INDIA,UPI713447,SYNTH-INV-001181
SYNTH-LEDGER-001182,2026-05-11 17:27:00,1272.51,CREDIT,AMAZON PAY,UPI535253,SYNTH-INV-001182
SYNTH-LEDGER-001183,2026-06-08 10:13:00,1237.15,CREDIT,Croma Electronics,UPI412904,SYNTH-INV-001183
SYNTH-LEDGER-001184,2026-07-11 19:45:00,428.91,DEBIT,UBER INDIA,UPI761432,SYNTH-INV-001184
SYNTH-LEDGER-001185,2026-05-24 06:50:00,1480.21,DEBIT,DECATHLON INDIA,UPI427032,SYNTH-INV-001185
SYNTH-LEDGER-001186,2026-05-31 06:17:00,1436.21,DEBIT,Big Basket,UPI864237,SYNTH-INV-001186
SYNTH-LEDGER-001187,2026-05-02 11:34:00,330.66,CREDIT,URBANCLAP,UPI310513,SYNTH-INV-001187
SYNTH-LEDGER-001188,2026-07-22 17:16:00,431.98,CREDIT,CROMA RETAIL,UPI579816,SYNTH-INV-001188
SYNTH-LEDGER-001189,2026-05-19 06:48:00,1913.66,CREDIT,NYKAA,UPI136659,SYNTH-INV-001189
SYNTH-LEDGER-001190,2026-06-23 08:42:00,1565.63,CREDIT,Amazon India,UPI802009,SYNTH-INV-001190
SYNTH-LEDGER-001191,2026-05-19 18:58:00,650.3,DEBIT,BMS,UPI-234554,SYNTH-INV-001191
SYNTH-LEDGER-001192,2026-06-28 23:44:00,1041.51,DEBIT,Amazon India,UPI-317138,SYNTH-INV-001192
SYNTH-LEDGER-001193,2026-07-21 16:12:00,2554.24,DEBIT,DOMINOS,UPI297626,SYNTH-INV-001193
SYNTH-LEDGER-001194,2026-05-25 18:47:00,1231.65,CREDIT,IRCTC RAIL,UPI123756,SYNTH-INV-001194
SYNTH-LEDGER-001195,2026-05-26 01:03:00,565.04,CREDIT,UBER,UPI551186,SYNTH-INV-001195
SYNTH-LEDGER-001196,2026-06-16 01:33:00,5886.13,CREDIT,Reliance Retail Ltd,UPI254473,SYNTH-INV-001196
SYNTH-LEDGER-001197,2026-06-15 21:27:00,1336.16,CREDIT,METRO CASH & CARRY,UPI239498,SYNTH-INV-001197
SYNTH-LEDGER-001198,2026-07-04 21:46:00,1126.31,DEBIT,METRO INDIA,UPI566193,SYNTH-INV-001198
SYNTH-LEDGER-001199,2026-05-06 00:39:00,498.58,CREDIT,OLA CABS,UPI-603557,SYNTH-INV-001199
SYNTH-LEDGER-001200,2026-07-18 02:07:00,388.09,CREDIT,Ola Mobility,UPI822652,SYNTH-INV-001200
SYNTH-LEDGER-001201,2026-06-09 16:24:00,1602.09,DEBIT,NYKAA,UPI868649,SYNTH-INV-001201
SYNTH-LEDGER-001202,2026-05-22 01:27:00,2881.54,CREDIT,Nykaa E-Retail,UPI576086,SYNTH-INV-001202
SYNTH-LEDGER-001203,2026-07-24 04:42:00,585.25,CREDIT,Urban Company India,UPI721297,SYNTH-INV-001203
SYNTH-LEDGER-001204,2026-06-25 20:56:00,2247.94,CREDIT,BOOKMYSHOW.COM,UPI908838,SYNTH-INV-001204
SYNTH-LEDGER-001205,2026-06-02 13:47:00,4485.75,DEBIT,NYKAA,UPI489808,SYNTH-INV-001205
SYNTH-LEDGER-001206,2026-07-27 14:01:00,333.16,CREDIT,APOLLO,UPI649443,SYNTH-INV-001206
SYNTH-LEDGER-001207,2026-05-17 09:31:00,4954.86,CREDIT,Myntra Designs,UPI608304,SYNTH-INV-001207
SYNTH-LEDGER-001208,2026-07-16 21:47:00,1399.38,CREDIT,DOMINOS INDIA,UPI877462,SYNTH-INV-001208
SYNTH-LEDGER-001209,2026-07-02 17:51:00,512.76,DEBIT,MYNTRA PAY,UPI-794256,SYNTH-INV-001209
SYNTH-LEDGER-001210,2026-07-21 01:42:00,608.95,CREDIT,DOMINO'S PIZZA,UPI-340643,SYNTH-INV-001210
SYNTH-LEDGER-001211,2026-05-02 22:48:00,1549.28,CREDIT,NYKAA.COM,UPI-841981,SYNTH-INV-001211
SYNTH-LEDGER-001213,2026-05-02 06:55:00,3039.52,CREDIT,AMAZON,UPI-481923,SYNTH-INV-001213
SYNTH-LEDGER-001214,2026-05-17 17:42:00,1192.66,CREDIT,UBER INDIA,UPI-986765,SYNTH-INV-001214
SYNTH-LEDGER-001215,2026-07-17 00:34:00,1520.45,DEBIT,Flipkart Internet,UPI-405591,SYNTH-INV-001215
SYNTH-LEDGER-001216,2026-05-02 15:31:00,1321.94,DEBIT,Apollo Pharmacy Ltd,UPI485121,SYNTH-INV-001216
SYNTH-LEDGER-001217,2026-06-28 03:27:00,3154.87,CREDIT,NYKAA.COM,UPI696364,SYNTH-INV-001217
SYNTH-LEDGER-001218,2026-06-25 03:50:00,1272.26,CREDIT,OLA,UPI154417,SYNTH-INV-001218
